ticker,name,market_cap,breakout_date,resistance,support,breakout_close,max_gain_20d,success,box_range_pct,breakout_strength,volume_surge,volume_dry_up,close_strength,volatility_contraction,ma20_deviation,breakout_gap,ma200_slope,pct_above_52w_low,days_since_ath,market_return,rs_vs_market,atr_ratio,liquidity
005930,삼성전자,1122363350011200,2024-03-29,80800,71000,82400,4.37,0,13.8028,1.9802,1.2263,1.6229,0.9375,1.8865,9.4144,0.495,1.0538,35.9736,1,3.9461,8.3155,2.0371,1885927198260
005930,삼성전자,1122363350011200,2024-04-02,82400,71000,85000,1.18,0,16.0563,3.1553,1.6654,1.6828,1.0,2.8994,11.6731,1.0976,1.0906,37.0968,1,3.9164,11.4161,2.0252,1948633297120
005930,삼성전자,1122363350011200,2024-07-05,84600,73500,87100,1.95,0,15.102,2.9551,2.4101,0.8304,1.0,0.8321,8.9158,1.182,1.6434,32.3708,88,5.1259,7.552,1.796,1505269497620
005930,삼성전자,1122363350011200,2025-03-20,58700,51000,60200,2.99,0,15.098,2.5554,1.7606,0.9988,0.9444,1.3528,7.5961,1.1966,-3.2849,20.6413,252,-1.2884,3.8438,2.4086,1460682821800
005930,삼성전자,1122363350011200,2025-03-21,60200,51000,61700,0.49,0,18.0392,2.4917,1.9729,1.1222,1.0,1.3036,10.1294,1.1628,-3.2791,23.6473,253,-0.4118,6.0625,2.4543,1617944698020
000660,SK하이닉스,636443211945000,2019-04-19,80400,66600,81800,0.0,0,20.7207,1.7413,0.9748,0.6772,0.7391,0.6632,6.0822,1.6414,0.0,44.2681,2,1.3352,6.155,2.6371,202392490300
000660,SK하이닉스,636443211945000,2019-12-13,85500,77400,87900,17.75,1,10.4651,2.807,1.7916,1.4481,0.875,1.1386,7.6283,4.5564,0.9667,55.0265,25,0.3732,2.7958,2.1047,235678986240
000660,SK하이닉스,636443211945000,2019-12-17,88600,77400,92800,11.53,0,14.4703,4.7404,1.4619,1.8699,0.7222,1.3591,13.226,2.7088,0.9148,63.6684,1,1.971,6.8215,2.2244,299014720340
000660,SK하이닉스,636443211945000,2020-10-13,85500,71800,88200,3.06,0,19.0808,3.1579,1.6138,0.8839,0.8182,0.7292,7.3842,0.0,-0.0232,34.0426,239,1.1508,12.9501,2.7859,271343357560
000660,SK하이닉스,636443211945000,2020-11-13,88200,71800,89700,34.89,1,22.8412,1.7007,1.2557,0.7899,0.88,0.5876,6.6144,0.0,-1.515,36.3222,270,6.506,-1.3477,2.0545,257278333240
000660,SK하이닉스,636443211945000,2020-11-16,89700,71800,98000,23.47,1,24.9304,9.2531,3.0184,0.8287,0.9857,0.6466,16.1757,2.6756,-1.5141,48.9362,273,8.3644,4.6691,1.9388,275559554480
000660,SK하이닉스,636443211945000,2021-11-15,109000,91500,111000,12.61,0,19.1257,1.8349,1.6947,0.8337,0.8571,0.9737,7.1429,1.8779,-1.8693,29.22,258,-0.2381,14.5533,3.1853,270585059800
